,L1,L2,L3,L4,L5,L6,L7,L8,U1,U2,U3,U4,U5,U6,U7,U8,T1,T2,T3,T4,T5,T6,T7,T8
YGL076C,443,14111,757,4161,672,3183,760,4856,1683,757,638,649,677,523,772,1070,337,589,521,473,608,3393,633,921
YGR067C,55,6008,112,1081,43,330,29,439,126,11,93,17,27,4,51,10,56,101,70,95,39,326,36,60
YGR094W,1294,29715,1567,6736,1115,5213,1300,7195,2362,1522,2505,2842,1578,1785,3074,2892,1530,2220,1821,1603,2389,12805,2675,3015
YGL226C-A,26,918,19,198,12,189,12,222,43,28,17,16,28,17,16,15,10,22,22,23,17,136,28,34
YGR045C,0,37,0,20,2,11,1,13,2,0,3,0,1,0,8,0,4,4,4,4,2,15,2,9
YGR175C,2031,22414,591,5166,592,4545,558,5886,2851,872,2816,1698,2097,916,3847,1351,2483,2935,2686,2280,3485,13609,4165,3115
YGL008C,2099,168676,9696,36536,6246,30615,8499,41804,10320,3699,6645,5937,4446,3537,9367,5810,3147,6026,4692,4850,7764,41149,7579,9407
YGR108W,119,4585,44,928,80,707,76,1028,235,10,225,13,230,8,395,7,173,255,229,290,432,1483,426,392
YGR218W,192,13199,335,3113,266,2471,332,3291,579,132,546,231,301,116,577,149,247,299,332,277,392,2417,411,643
YGR205W,56,1778,86,440,40,360,39,469,238,46,150,84,70,24,109,24,66,100,114,97,100,547,110,133
YGL073W,14,2463,79,425,45,320,68,527,42,3,21,7,13,1,42,3,28,21,13,16,25,219,20,40
YGL009C,1764,46442,1642,9004,2809,21169,2577,26336,4264,1277,3288,1838,4366,1760,7870,2396,1817,1966,2137,1619,6022,26929,6158,5621
YGL095C,46,3149,65,676,24,468,28,641,217,20,214,63,107,13,176,23,81,204,139,172,166,822,178,192
YGL137W,1703,25365,885,5509,529,4346,532,5383,2619,1046,2728,2222,1477,640,2658,1151,2040,3328,2445,2465,2410,11715,2607,2840
YGR105W,124,2417,77,622,62,349,48,677,309,77,309,388,143,82,438,155,210,382,316,361,216,1134,416,357
YGR001C,24,1900,48,501,50,455,33,612,109,32,50,42,52,23,77,49,21,51,32,40,31,298,57,61
YGL173C,224,18127,591,3876,366,2283,413,3872,639,129,571,303,260,83,754,162,265,421,377,421,443,2881,543,756
YGL086W,132,4217,67,863,44,571,71,862,237,21,231,46,141,14,298,11,193,256,192,245,218,1156,279,250
YGR223C,78,2069,25,479,34,390,32,470,138,9,110,44,68,9,193,9,106,139,99,111,172,710,139,156
YGR077C,20,1965,50,424,34,241,36,373,73,18,24,12,14,5,31,2,18,32,23,17,26,139,16,42
YGL052W,1,14,0,2,0,5,1,5,4,0,1,0,3,0,3,0,0,1,0,1,1,2,1,0
YGR285C,53,6388,223,1554,179,1198,245,2184,80,52,53,43,80,57,76,86,22,87,43,50,77,591,68,92
YGL080W,186,3625,96,1060,40,632,34,807,256,32,347,99,111,18,243,34,188,232,306,230,142,895,274,213
YGL207W,514,19914,525,4071,284,2664,349,3754,1054,178,1136,500,523,118,1046,201,792,1188,909,997,924,5184,1058,1127
YGR261C,148,5101,157,1483,91,799,91,1372,323,38,248,119,154,41,318,55,126,179,173,200,181,1255,286,296
YGL140C,217,9712,273,2157,253,1578,223,2212,525,87,554,232,344,100,652,139,343,513,436,460,599,3134,653,676
YGL078C,192,9641,278,2888,173,1559,259,2895,352,116,394,260,269,88,567,144,242,457,259,494,473,3231,481,837
YGL199C,1,22,0,7,1,4,0,25,5,1,1,0,1,0,0,1,0,1,1,1,2,11,3,4
YGR150C,84,4698,132,1068,72,589,102,980,244,56,212,126,111,18,208,70,95,163,128,199,126,901,158,222
YGL006W-A,22,497,6,131,6,82,5,145,39,6,61,15,24,3,44,5,26,46,34,27,38,216,54,69
YGR196C,23,1187,69,324,13,155,38,361,45,5,65,5,20,2,92,4,36,54,42,68,42,271,81,78
YGL197W,28,2353,127,347,81,378,109,542,88,16,29,20,34,1,40,6,27,21,28,15,42,168,36,33
YGR136W,16,2230,54,499,38,313,22,490,65,19,66,26,19,10,75,18,37,50,29,24,43,291,53,61
YGR153W,76,440,19,108,14,56,10,79,80,16,48,40,26,11,65,20,92,77,53,68,47,213,58,44
YGL159W,138,2033,36,512,40,352,30,446,283,23,156,39,85,10,212,21,128,152,143,162,146,720,212,200
YGR286C,151,3517,54,711,52,516,31,635,290,86,195,113,153,63,202,78,186,375,176,193,277,1259,261,263
YGL254W,12,1203,26,233,27,201,21,243,59,8,25,9,38,12,41,4,26,38,17,36,36,309,30,58
tH(GUG)G1,0,3,0,5,0,5,0,1,3,0,2,0,0,1,0,1,0,3,1,2,1,1,0,0
YGR023W,3,198,22,33,13,34,8,33,12,0,5,0,5,0,6,1,5,6,2,9,2,20,3,4
snR48,2,65,0,25,7,41,3,35,13,1,2,1,12,0,15,4,2,7,8,5,4,55,12,20
YGL063W,31,935,21,167,16,200,19,226,108,10,40,9,47,9,74,6,45,57,30,33,67,286,65,61
YGL154C,4,302,5,103,7,58,8,117,32,8,15,4,8,1,12,3,7,10,4,10,9,81,14,21
YGL035C,9,1413,65,276,37,244,67,461,38,2,6,1,31,1,25,3,12,17,16,6,15,85,25,22
YGR009C,63,2858,111,616,58,466,79,973,103,21,155,53,58,8,195,26,74,103,126,129,96,827,153,207
YGR034W,448,14555,425,4490,392,2799,321,4763,1690,490,1402,1946,588,475,1935,1662,446,1082,1071,1466,833,5451,1592,1867
YGL064C,9,1083,38,280,18,148,33,270,17,6,11,2,4,2,9,5,10,18,7,7,17,85,18,20
YGR118W,3682,24819,1092,7813,978,5611,911,7724,8219,2867,5425,6739,4246,2751,7031,5375,5202,7104,5164,5540,5878,27051,7647,6835
YGR277C,49,1049,37,402,16,174,14,324,108,49,124,66,72,13,115,47,49,118,102,139,70,447,114,102
YGR232W,86,1889,41,524,27,370,26,502,436,130,279,302,86,42,181,94,131,257,180,222,143,821,193,215
YGR227W,23,965,36,169,7,101,13,163,22,5,20,7,18,1,23,2,10,20,28,21,22,94,13,25
YGL142C,32,2376,48,542,29,374,24,425,119,15,76,23,47,6,71,8,29,60,46,49,58,310,58,68
YGL143C,73,2064,53,568,31,329,39,484,285,57,142,124,65,25,151,52,56,93,94,84,76,422,106,78
YGR222W,66,2137,39,460,18,271,9,447,150,35,124,50,62,7,119,20,99,117,72,88,63,495,100,122
YGL045W,15,827,37,175,19,83,18,165,40,2,34,0,23,1,16,2,19,18,23,10,21,83,25,20
YGL253W,473,37983,1021,8435,959,9506,996,12103,2189,516,1479,987,1107,622,2133,1010,836,1459,1139,1207,2236,12267,2030,2665
YGR257C,593,7727,88,1790,63,959,69,1220,1030,111,595,259,373,52,579,123,706,836,560,553,488,2002,546,452
YGL131C,74,5083,188,1348,53,608,103,1105,206,28,171,24,96,6,246,21,75,142,140,178,120,800,190,245
YGR263C,39,968,23,242,9,183,2,226,112,10,62,25,33,5,49,9,58,54,55,48,61,301,56,63
YGL049C,107,5902,231,1198,160,1009,151,1496,337,96,289,260,187,122,369,166,218,291,227,206,304,1569,282,406
YGL202W,256,9812,418,2019,256,1639,289,2110,718,323,545,546,379,332,574,465,273,413,297,267,479,2648,414,476
YGR133W,3,366,5,91,1,71,4,102,17,2,4,9,7,1,6,1,3,7,5,5,4,34,6,7
YGR109C,0,291,5,96,4,24,0,60,7,0,2,2,0,0,5,0,1,8,6,4,6,15,5,8
YGR037C,28,1620,189,411,58,273,72,383,97,54,102,83,36,34,63,51,72,110,85,83,94,627,85,130
YGL077C,280,10525,219,2326,142,1467,147,1623,592,66,605,95,302,53,519,62,401,617,464,446,495,2203,478,464
YGR111W,172,2371,74,613,39,398,34,642,374,68,240,181,190,54,279,108,196,208,231,176,170,824,205,211
YGR016W,22,387,3,113,4,67,3,82,44,4,36,3,21,1,45,1,16,17,18,28,27,126,25,46
YGR245C,133,10395,245,2340,282,1644,278,2480,280,58,382,135,360,67,709,103,140,420,223,350,502,2477,560,612
YGR287C,22,251,7,46,4,55,2,72,33,4,32,6,9,7,26,4,37,24,16,14,11,85,32,25
YGL244W,37,4512,195,932,101,570,159,992,64,15,141,70,71,24,179,35,60,98,74,142,93,673,142,222
YGL057C,13,1317,24,174,9,199,12,244,51,9,17,8,16,7,28,5,20,18,22,13,20,141,13,27
YGL187C,1323,25419,575,6035,416,5217,297,5801,3742,1027,2118,1642,1603,806,2151,1223,1576,2463,1800,1876,2247,12802,2214,2333
YGR180C,454,6295,546,1550,295,1804,289,2479,1016,638,557,686,379,339,607,652,446,622,450,390,545,3415,518,719
YGR116W,671,16571,623,3554,338,2598,457,4279,1017,426,1405,1039,678,316,1686,596,887,1383,1051,1126,1126,6723,1504,1570
YGL181W,13,1622,46,410,28,234,31,403,42,5,40,11,11,7,43,7,23,22,24,23,21,164,31,35
YGR202C,70,3840,107,890,78,829,71,1015,217,34,156,59,129,15,202,23,182,218,163,132,268,1239,218,242
YGL127C,4,186,5,29,5,46,2,45,3,0,2,0,1,0,3,1,1,2,2,0,4,12,0,0
YGR203W,32,1446,23,407,14,277,17,323,123,28,51,35,41,16,56,20,51,74,53,45,38,291,41,83
YGL150C,79,6532,232,1150,121,646,203,1513,194,34,206,70,117,13,251,28,141,157,164,134,180,875,176,250
YGR134W,117,5497,87,1299,64,787,68,1018,223,12,164,31,120,9,219,8,132,238,156,237,196,1151,211,273
YGR095C,4,1132,20,294,20,201,18,501,21,3,14,7,8,0,32,3,7,17,8,15,12,97,8,13
YGR214W,276,9193,904,2350,445,2007,643,2450,826,417,313,485,319,259,452,496,288,465,334,357,351,2338,371,419
YGR269W,7,273,7,67,6,50,22,81,22,2,17,1,9,0,36,6,11,10,13,10,13,53,34,35
YGR057C,33,1774,17,431,28,307,28,458,88,0,99,17,47,2,115,2,27,82,93,114,67,343,85,127
YGR007W,61,3428,49,695,46,458,52,806,211,34,168,68,112,28,239,57,127,171,152,87,165,823,159,182
YGR241C,9,1099,84,243,23,183,40,271,34,9,18,8,13,1,22,10,7,23,5,3,20,102,15,15
YGR127W,8,601,23,115,12,58,20,157,21,2,8,0,6,0,6,1,3,10,6,2,6,41,8,13
YGL219C,41,2115,75,408,32,279,51,435,64,23,28,12,26,8,46,9,40,47,42,25,32,205,23,30
YGL061C,10,964,4,194,8,110,8,185,42,7,30,15,24,4,54,2,16,27,14,17,38,193,26,48
YGR083C,39,5439,140,1592,38,740,121,1637,106,15,138,50,73,12,194,30,48,100,118,113,96,636,134,234
YGL038C,26,2174,74,521,39,347,45,564,63,6,56,11,25,1,57,2,40,48,30,28,39,197,66,79
YGL047W,163,1699,27,360,29,259,10,246,417,90,162,128,96,34,121,46,199,279,155,132,108,572,108,128
YGR244C,871,28467,1170,6549,484,4775,506,6762,6383,1630,2836,3316,1164,685,1839,1185,1789,2528,2226,2208,1650,10089,1685,2138
YGR289C,133,1412,50,363,78,473,80,426,242,4,221,15,254,3,384,22,171,116,198,114,332,907,392,161
YGL180W,45,2630,28,547,27,236,35,349,107,5,66,4,30,1,52,7,37,66,69,57,45,204,41,57
YGR146C,14,1394,40,258,15,222,6,370,6,1,11,2,6,4,9,0,5,23,14,16,13,84,9,20
YGL242C,26,1438,27,284,21,159,9,321,155,30,52,56,45,11,76,40,55,105,53,63,46,379,85,115
YGR106C,576,6525,218,2084,127,1486,119,2076,1742,378,890,895,449,269,909,572,532,828,695,756,634,3716,818,866
YGR004W,18,1073,24,237,12,159,16,224,84,3,55,1,31,8,46,3,31,37,44,45,42,229,31,47
YGR209C,246,5965,321,2012,95,1405,103,1602,771,389,1048,1248,186,132,667,508,353,687,988,1074,258,2534,596,852
YGR052W,0,44,2,8,8,18,8,36,5,0,2,0,2,0,2,0,0,2,3,2,3,12,2,2
YGR158C,13,2195,50,435,19,368,30,577,50,15,24,10,18,0,40,3,18,38,24,50,30,180,32,48
YGR003W,82,3443,67,770,41,447,45,631,189,8,136,15,98,5,162,14,97,176,122,155,169,937,159,188
YGL247W,51,668,14,180,13,104,5,125,76,11,65,8,38,2,57,0,57,83,59,62,52,287,102,63
YGR170W,73,4006,84,743,58,521,61,821,166,23,118,42,66,26,107,20,79,96,68,90,90,538,119,89
YGR246C,82,2808,68,730,68,457,38,624,211,20,162,42,94,10,213,33,114,210,156,148,173,863,197,183
YGL183C,1,40,0,7,0,9,2,11,3,0,2,1,2,5,0,0,0,1,2,3,5,14,2,6
YGR039W,5,111,2,34,1,17,4,21,10,3,5,9,5,0,7,1,6,13,12,11,4,43,7,8
YGL059W,50,1900,37,408,30,308,40,372,147,11,78,11,57,2,110,5,78,93,67,92,106,485,109,96
YGL123W,2029,43799,1980,10868,1954,9268,1600,11258,8168,3560,4797,6694,4179,4416,6443,6027,2920,4635,3229,3462,5756,29624,5622,5778
YGL099W,65,6302,104,1453,82,1031,87,1554,161,35,177,59,84,25,269,43,39,88,72,121,123,826,162,276
YGR102C,12,759,10,214,6,108,7,186,43,6,13,15,18,2,25,10,8,14,7,9,19,85,24,38
YGL233W,197,5792,183,1283,92,845,102,1223,270,36,313,56,180,22,328,30,217,395,304,319,336,1807,335,435
YGL072C,13,437,18,142,5,106,3,113,33,4,27,10,7,10,12,6,19,26,26,28,23,156,21,35
YGL056C,54,5905,99,980,47,551,71,831,86,7,74,4,43,1,76,10,40,60,65,63,43,279,37,84
YGR104C,7,1071,19,250,5,154,10,261,40,4,26,7,23,9,52,0,31,33,20,27,35,263,34,67
YGR240C,447,29451,1605,6746,1286,7092,1512,10082,2295,691,1290,1140,917,757,1770,1200,559,977,882,845,1315,8171,1538,1819
YGR243W,1085,9445,154,1845,114,2711,82,1229,1605,92,669,112,575,29,480,30,1166,1013,765,493,774,5693,580,593
YGR275W,19,1163,35,291,19,197,30,258,62,14,42,29,22,6,42,18,19,42,18,19,54,278,51,58
YGR020C,570,3769,132,1006,118,729,86,885,916,443,892,997,635,415,1073,760,795,1033,881,723,872,3362,1019,1062
YGR100W,302,7283,178,1650,114,988,123,1425,575,41,554,131,248,20,534,39,295,425,479,442,407,1837,548,542
YGR231C,242,6453,207,1571,102,956,107,1454,901,266,516,697,200,149,360,222,345,479,401,381,280,1613,278,484
YGR215W,35,1688,76,381,33,280,38,471,176,51,86,92,38,24,99,54,46,68,52,89,52,534,71,103
YGL212W,49,1140,19,276,19,159,34,229,84,6,64,10,42,3,85,12,73,88,46,55,84,407,81,80
YGL066W,23,1289,46,315,16,204,39,325,40,1,51,8,33,2,63,3,22,37,36,35,45,220,71,38
YGL060W,14,1844,30,386,34,258,19,371,70,11,32,23,28,4,47,3,28,36,18,40,45,282,25,65
YGL185C,37,1520,45,476,29,226,17,264,148,16,110,37,48,11,93,19,54,104,91,77,84,363,68,78
YGR145W,47,4749,57,1259,53,718,98,1510,96,14,95,33,92,8,236,37,55,107,60,120,85,863,142,239
YGL011C,35,4428,92,1105,52,672,65,1168,118,16,27,15,23,8,32,21,17,28,24,28,29,279,16,62
YGR147C,657,7662,159,2176,103,1219,99,1681,850,169,751,309,440,70,746,123,794,939,670,663,714,3267,846,761
YGR036C,21,874,20,189,19,135,6,201,45,4,34,4,21,1,39,0,9,47,14,36,36,205,42,51
YGL122C,43,5101,159,1050,61,1056,108,1404,131,23,79,24,54,2,81,17,36,64,32,55,57,457,41,118
YGR099W,77,2304,37,596,30,344,54,516,178,8,169,24,116,8,202,12,108,139,153,143,147,855,237,186
YGR046W,157,6262,91,1269,55,829,62,992,331,19,245,40,135,7,316,24,137,340,215,288,247,1412,257,272
YGL188C-A,34,281,2,95,4,32,5,47,36,7,18,13,11,7,22,6,24,34,18,36,27,91,25,20
YGR216C,45,2494,64,552,32,393,46,483,135,15,103,20,43,6,92,19,69,109,98,87,85,513,127,144
YGR047C,143,4489,83,1010,67,640,91,923,273,27,257,38,185,10,400,10,295,415,287,311,314,1517,393,396
YGR238C,6,907,17,152,5,138,15,174,25,1,14,10,12,1,21,10,16,20,9,15,19,90,22,24
YGR282C,324,10787,786,2638,354,1748,374,2470,617,417,487,477,274,194,355,456,218,410,353,303,240,1575,288,431
YGR169C,37,1192,22,278,22,243,22,337,97,11,66,20,80,9,101,16,40,68,55,75,86,345,78,102
YGR063C,39,1486,25,529,12,216,15,486,98,16,99,64,40,5,123,44,59,129,118,139,45,515,145,195
YGR256W,10,162,16,36,6,24,6,52,70,24,37,29,12,6,15,9,31,27,39,8,3,51,10,12
YGL036W,19,1354,33,294,21,159,18,210,50,4,32,11,20,1,36,7,10,25,20,18,21,113,42,30
YGR192C,3013,98725,13501,23062,7450,24124,8810,36341,9190,4182,3631,3728,2978,2634,4312,4496,2855,3761,3113,2743,3502,20103,3872,4525
YGL191W,1192,16247,493,4048,351,3230,283,3630,3320,944,1981,1796,1281,720,1794,1244,1393,2132,1769,1540,1809,9543,2005,1791
YGR013W,78,3241,102,681,59,503,64,637,161,6,151,14,101,2,192,19,112,174,86,116,133,710,172,145
YGR123C,132,7376,75,1709,115,1373,109,1720,434,93,363,159,307,96,488,145,210,488,316,380,528,2527,567,641
YGL209W,1,34,2,3,2,5,0,2,3,0,0,1,0,0,3,0,6,0,3,0,0,2,2,4
YGL163C,69,2118,45,593,29,316,40,439,182,19,104,21,82,6,150,16,98,127,110,95,102,564,149,136
YGL178W,20,1416,41,224,22,120,23,228,18,3,25,2,19,0,14,0,12,12,15,11,6,64,12,12
YGL092W,262,18302,406,3534,280,2682,286,3692,715,99,683,257,448,68,852,108,446,644,525,529,645,3641,777,945
YGR132C,1949,9829,327,2635,222,1800,187,2375,2294,968,2058,2025,1038,480,1571,887,2037,2612,2001,1889,1474,6989,1940,1533
YGL208W,65,3639,62,793,29,322,48,376,143,15,106,34,37,5,91,18,101,134,93,116,95,502,106,114
YGR059W,6,42,6,15,4,12,5,3,14,0,18,3,7,0,20,0,7,3,9,2,11,29,20,4
YGR128C,36,6668,101,1468,81,902,102,1662,108,15,72,19,77,1,144,9,32,70,39,77,65,494,58,134
YGL246C,111,2908,45,885,29,429,32,835,167,9,213,23,100,11,346,14,141,283,260,351,220,1318,351,367
YGL190C,59,5448,123,1056,74,812,82,1230,247,23,150,25,127,6,245,13,113,141,121,161,155,974,186,242
YGR033C,63,4061,51,1116,43,583,59,980,294,55,219,81,123,23,185,40,155,236,141,230,185,1129,210,304
YGL112C,92,4692,64,1096,55,672,64,1034,340,35,209,62,145,18,231,25,154,244,223,207,241,1269,276,331
YGL001C,522,4697,113,1152,105,939,81,1284,1153,331,801,608,414,184,744,401,584,896,739,664,652,3298,770,669
YGR168C,85,1041,20,237,9,217,10,244,173,7,77,14,52,7,113,8,90,110,70,68,96,495,106,107
YGL093W,129,3992,89,816,69,550,60,698,210,5,281,23,146,8,315,20,217,263,217,197,303,1030,277,220
YGR120C,6,1035,11,339,6,178,37,336,34,4,5,1,2,2,13,3,12,11,8,13,10,62,9,31
YGR027C,663,15770,471,4196,451,2922,327,4295,5713,1091,1990,2672,1368,1146,2492,2087,1158,2046,1541,1796,2011,9602,2484,2726
YGR124W,1203,31327,1156,6835,677,4954,731,6452,2076,1177,2248,2071,1407,1054,2523,1766,1425,2522,1563,1742,2123,10945,2285,2442
YGL103W,1589,23093,917,7122,831,4332,691,6080,6860,2833,4431,5883,3036,2732,5122,5330,2259,4473,3550,4106,4642,21064,5506,5488
YGL062W,747,60590,3083,12124,1022,8670,1268,11343,3573,1571,2191,1961,687,525,1330,982,921,1458,1347,1012,908,6965,1014,1526
YGR049W,14,324,15,77,7,67,9,85,21,6,6,12,8,6,10,3,5,13,9,1,14,56,10,11
YGR076C,21,1243,56,285,14,186,23,420,40,7,25,11,19,4,19,8,17,33,14,45,11,137,42,53
YGL161C,699,5207,132,1093,87,968,87,899,684,135,490,228,389,49,478,74,660,677,572,409,502,2182,534,386
YGR062C,54,2255,24,568,27,366,25,387,313,14,165,53,72,9,112,17,96,148,121,117,129,492,102,123
YGL237C,6,740,19,153,7,136,13,208,32,1,27,2,10,2,17,5,9,12,10,13,15,79,26,20
YGR024C,123,2861,35,738,35,526,31,668,446,55,195,83,167,34,247,61,179,266,168,177,211,884,206,212
YGR184C,193,14078,418,2847,265,1848,309,2850,565,65,563,145,277,27,598,57,297,468,392,467,488,2688,549,665
YGR292W,16,643,43,197,14,62,7,96,96,11,58,38,16,7,24,17,24,30,45,26,17,127,30,20
YGL034C,0,10,0,2,3,1,0,5,5,0,0,0,0,0,4,0,1,3,4,0,0,1,4,1
YGL067W,47,2951,72,728,63,519,55,811,233,37,103,117,113,44,201,87,74,148,111,143,165,907,159,231
YGR072W,26,1596,33,340,33,272,48,437,74,3,30,6,31,2,79,3,24,41,26,61,29,286,57,61
YGL229C,11,550,14,153,13,121,15,156,58,0,29,7,17,3,36,1,19,21,16,15,38,140,23,44
YGR055W,309,26300,281,5976,143,2504,140,3084,698,42,508,41,244,28,388,27,290,689,353,553,363,2428,317,654
YGL044C,121,2127,29,446,23,293,26,466,123,13,119,23,108,4,187,10,132,209,124,156,149,830,156,172
YGL054C,163,7473,96,1733,82,1542,97,2117,828,137,642,284,372,121,714,205,280,547,480,459,503,3331,679,681
YGL119W,120,3113,58,729,32,511,28,645,323,65,291,136,119,29,247,54,177,289,220,216,181,1044,189,233
YGR068W-A,0,14,1,3,0,3,0,3,2,0,2,0,2,0,1,0,0,0,0,2,0,11,1,10
YGR206W,39,533,31,168,11,129,8,164,113,10,73,52,41,4,71,26,46,85,54,57,64,331,100,80
YGR121W-A,3,28,0,5,0,11,0,14,5,0,3,0,2,6,4,0,1,4,0,5,3,23,4,4
YGL130W,164,4236,74,1039,58,715,56,978,352,43,285,80,223,20,398,40,244,368,285,345,356,1804,480,388
YGR090W,319,15601,311,3182,231,2011,224,2741,579,56,633,82,380,10,825,37,375,596,446,499,636,2986,656,734
YGR221C,2,333,12,64,5,42,4,56,10,1,4,1,5,1,4,2,6,3,1,3,3,15,3,0
YGR143W,158,4586,131,995,81,640,84,935,352,16,287,29,155,18,329,12,216,277,229,235,268,1178,308,265
YGL198W,199,4308,90,1022,72,955,38,959,552,80,317,160,202,32,319,66,270,365,291,265,307,1417,295,338
YGL083W,8,895,18,167,14,118,30,211,18,6,12,3,7,9,12,2,8,4,3,7,6,51,9,21
YGR071C,54,3000,56,705,55,482,44,658,177,0,144,10,110,0,180,9,59,122,73,76,123,698,183,177
YGR259C,2,28,2,13,3,4,0,2,1,0,2,0,0,1,3,0,4,1,2,1,6,4,1,4
YGR058W,13,698,33,155,17,65,17,183,7,1,7,0,3,0,13,2,4,10,3,4,0,36,2,15
YGL195W,496,17885,829,4060,425,2458,664,5174,787,342,901,584,511,244,1049,524,511,850,712,744,790,5511,928,1454
YGL192W,69,1756,45,372,23,281,24,359,90,6,133,16,92,1,129,3,85,94,66,86,113,422,117,98
YGL206C,469,14997,1472,2833,615,2935,980,4290,1216,486,1106,906,456,425,1035,674,550,739,817,636,813,4566,908,1026
YGR060W,48,4179,235,1003,140,1001,232,1481,99,41,81,47,77,23,166,56,50,95,73,75,117,647,164,141
YGL257C,238,3612,62,862,54,580,40,815,430,104,355,209,205,70,388,101,344,417,311,376,310,1591,393,394
YGL236C,96,4204,148,868,92,630,104,743,247,152,175,211,113,93,186,103,93,251,111,132,168,848,143,176
YGR138C,14,707,17,145,15,66,12,97,25,1,11,3,14,0,35,1,10,14,18,4,9,38,14,14
YGR015C,17,959,13,220,2,148,10,226,69,1,29,7,14,0,14,2,16,19,13,26,18,110,11,24
YGL023C,41,4888,90,851,82,753,74,1007,204,35,157,81,109,30,157,39,74,118,52,73,141,698,127,144
YGL144C,50,880,8,190,14,133,5,210,85,5,58,12,37,1,61,5,30,53,46,36,55,175,53,41
YGL071W,25,2032,81,357,67,344,113,659,42,2,44,2,29,2,65,5,22,28,25,15,36,176,53,55
YGR080W,12,1177,41,251,17,216,22,350,17,9,13,3,10,2,15,9,10,10,13,12,10,72,9,19
YGL116W,45,2276,34,520,22,269,20,437,130,6,96,4,31,1,67,1,48,107,66,61,68,431,44,89
YGR035C,0,36,3,10,3,27,4,52,0,0,0,0,3,1,6,0,1,0,2,1,2,29,4,14
YGL201C,239,8769,202,1922,108,966,102,1476,473,52,471,119,258,25,587,47,374,478,437,415,411,1836,419,482
YGR212W,15,965,18,210,7,178,17,194,35,3,19,9,9,1,24,1,12,23,13,16,23,122,22,31
YGR154C,25,508,13,106,13,94,4,130,81,3,25,11,23,1,41,11,32,64,23,29,36,205,39,37
YGL241W,134,4015,90,883,62,612,88,840,208,20,246,62,169,6,331,35,160,227,210,200,238,1212,319,250
YGR247W,137,2038,21,444,36,379,30,416,316,32,214,49,165,15,207,31,192,236,160,125,214,861,200,175
YGR199W,173,5545,117,1177,80,872,92,1036,524,92,401,149,200,31,363,39,243,442,349,362,388,1687,360,370
YGR179C,15,1146,21,279,11,178,12,238,61,0,46,6,30,1,49,4,18,43,28,57,28,221,47,63
YGR011W,11,425,6,115,2,61,8,98,22,11,25,17,9,3,35,7,25,23,22,28,24,102,24,28
YGL111W,123,7862,105,1716,97,1202,86,1834,471,63,317,91,271,42,398,60,206,430,215,346,431,2202,399,476
snR39B,5,339,8,89,6,149,4,240,13,2,8,1,15,2,24,9,2,13,8,14,22,133,32,29
YGR073C,6,227,4,63,2,29,2,45,20,1,16,1,3,0,14,1,13,11,21,19,13,76,16,13
YGR155W,205,33730,562,7792,405,5107,451,7921,1111,219,500,263,396,122,522,205,223,569,262,479,387,3290,335,905
YGL114W,337,12608,145,2930,105,1929,103,2150,545,69,452,108,278,25,512,48,483,810,432,689,496,3308,512,673
YGL255W,29,1507,35,265,20,178,30,201,111,2,103,6,59,2,83,2,53,69,51,49,72,194,96,50
YGR233C,283,16006,356,3283,226,1766,219,2377,749,48,559,64,393,10,585,20,320,510,387,424,533,2191,543,471
YGR092W,39,2215,24,505,16,258,21,383,142,1,91,4,53,3,81,6,61,57,76,69,53,276,54,85
YGL041W-A,47,1800,49,499,18,286,46,548,141,33,209,69,64,23,206,50,100,171,149,118,95,912,173,166
YGR171C,82,3619,67,800,28,516,52,713,216,42,139,83,83,16,184,26,76,123,108,111,129,584,138,125
tW(CCA)G2,0,2,1,5,1,1,3,1,1,1,0,1,2,0,2,0,3,3,0,0,0,7,1,1
YGL171W,100,5756,118,1264,80,819,95,1354,218,41,248,98,179,27,322,43,111,187,158,251,234,1314,257,349
YGL029W,71,2328,51,615,56,281,75,621,114,28,101,62,94,5,212,27,94,204,80,164,92,598,180,171
YGR040W,15,1775,33,417,16,214,19,378,58,1,47,6,27,0,53,5,17,42,41,49,30,238,31,76
YGR220C,45,3701,68,931,35,581,55,950,228,47,104,77,71,13,84,30,60,122,59,127,90,662,109,218
YGR268C,7,593,11,130,5,65,7,113,28,3,16,1,14,5,7,4,5,12,7,8,13,44,3,18
YGL147C,1869,17034,567,4346,628,3607,502,4630,4212,2207,3108,4356,2704,2741,4637,4609,2584,4456,2678,3134,3910,21009,4685,4655
YGR144W,4,16,3,7,1,5,0,8,8,0,6,0,0,0,0,0,1,1,4,1,0,12,0,4
YGR178C,574,15014,359,2991,317,2377,239,3350,1299,403,1031,739,564,359,1154,564,650,1095,770,789,909,4771,1045,1221
YGR113W,56,2073,31,511,32,396,24,489,105,5,78,14,60,5,131,7,63,71,55,71,104,460,120,123
YGL203C,58,4116,102,857,57,479,83,910,194,24,149,42,93,7,181,25,74,104,102,98,106,572,145,194
YGL048C,280,12201,217,3125,154,1824,117,2978,1393,217,713,548,344,139,608,200,311,613,502,602,435,2998,486,728
YGR207C,45,4092,82,1129,45,672,58,1145,327,55,237,153,105,71,213,107,68,193,124,216,193,1326,164,235
YGR258C,87,2770,72,652,47,370,84,657,148,13,192,26,86,4,228,16,131,158,187,145,135,749,275,222
YGL091C,236,5166,56,1335,39,794,37,1048,440,24,328,65,187,2,364,18,319,520,306,388,330,1777,375,420
